Hotel Name,Price,Room Type,Rating,Number of ratings,Available Rooms,Max Occupancy Allowed,Address,Lat,Long,Map Link,Images,Oyo ID
OYO 40670 Hare Rama Guest House,1286,Saver Double (X),4.4,228,25,2,"Main Bazar, Opposite Khanna Talkies, Pahar Ganj, Bharat Nagar, Paharganj, Delhi",28.640722,77.212387,http://bit.ly/2FdOg8x,https://images.oyoroomscdn.com/uploads/hotel_image/59066/bea95f051a8d6922.jpg,DEL1647
OYO 5411 Hotel City Castle,1405,Classic (2X),4.7,2043,25,3," Plot No. 1100/12 Naiwala, Ilahi Baksh Road, Karol Bagh,, Delhi",28.647389,77.196972,https://bit.ly/2VPVoTQ,https://images.oyoroomscdn.com/uploads/hotel_image/15061/d7ddce6041bc8f83.jpg,DEL767
OYO 41651 Hotel Gauranga Inn,1902,Classic (2X),3.9,188,14,3,"1068, Main Bazar Rd, Paharganj, Delhi",28.641028,77.215874,http://bit.ly/2W0JkcD,https://images.oyoroomscdn.com/uploads/hotel_image/60064/9798868b8df3a419.jpg,DEL1671
SPOT ON 68379 Hotel Harry's 1,735,SPOT ON NON-AC SAVER,4.2,1302,14,1," C-1, Hotel Harry's 1 near Bal Kishan Memorial Hospital, Khanpur extension, Delhi",28.511472,77.234722,https://bit.ly/3B8Dlbq,https://images.oyoroomscdn.com/uploads/hotel_image/93437/9faea8ab346233af.jpg,DEL2334
OYO 9726 Hotel Aura Palace Deluxe,1029,Classic (2X),4.4,2274,15,3,"Sangtrashan, Pahar Ganj, Delhi",28.64274,77.212545,http://bit.ly/2mk8eYm,https://images.oyoroomscdn.com/uploads/hotel_image/15977/deccd6d049538389.jpg,DEL802
OYO Flagship 76522 Star Stay,1488,Classic (2X),4.7,782,3,3,"street no 12 60fft road vishwas nagar shahdara, Delhi",28.662863,77.289781,https://bit.ly/3dZs2r9,https://images.oyoroomscdn.com/uploads/hotel_image/107406/2931b0d766b12187.jpg,DEL2832
OYO 77279 Hotel Grand inn,1603,Deluxe (3X),,,10,3,"F- 24,35-36, Sector 7, Rohini, Near ayodhya chowk, Delhi",28.708875,77.11174,https://bit.ly/3BpdT1N,https://images.oyoroomscdn.com/uploads/hotel_image/108361/d4762e3f2b97b791.jpg,DEL2890
Capital O 82884 Hotel Vasant City,1552,Deluxe (3X),,,21,3,"Institutional Area, Vasant Kunj, Vasant Vihar Tehsil, New Delhi, Delhi, Delhi",28.54112,77.129644,https://bit.ly/3CNLSRs,https://images.oyoroomscdn.com/uploads/hotel_image/115027/ead058a5a7eed84e.jpg,DEL3347
OYO  Capital O 664 Hotel Tourist,1492,Classic (2X),4.5,921,57,3,"Ram Nagar, Delhi",28.647899,77.217859,https://bit.ly/3xOpQvz,https://images.oyoroomscdn.com/uploads/hotel_image/608/385084b40db1991b.jpg,DEL174
SPOT ON 61091 Hotel Silver Palace Dx,1231,SPOT ON,4.6,1947,7,3,"614, Mantola, Near 6 Tooti Chowk, Pahar Ganj, Delhi",28.641877,77.213181,http://bit.ly/2mxwneM,https://images.oyoroomscdn.com/uploads/hotel_image/81963/60f05925fc04a2b5.jpg,DEL2047
OYO 75463 Jkm Palace,988,Classic (2X),4.4,2647,32,3,"Plot No 81, Near Pocket 10B, Near Apollo Hospital, Jasola, Delhi",28.5455697204212,77.2918088547885,https://bit.ly/2EkJUzo,https://images.oyoroomscdn.com/uploads/hotel_image/105979/62bb0c4455ddda4e.jpg,DEL2746
SPOT ON 76719 Best Stay,840,SPOT ON NON-AC,4.5,955,41,3,"Sitapuri Part 1, Solanki Pull, Pankha Rd, Delhi",28.613987,77.081322,https://bit.ly/3mRj02F,https://images.oyoroomscdn.com/uploads/hotel_image/107660/5f243c14a0018cab.jpg,DEL2848
OYO 7684 Hotel Repose Villa,1350,Classic (2X),4.6,2339,3,3,"2659/60, Gali No-8, China Mandi, Pahar Ganj, New Delhi, Delhi",28.643552,77.211608,https://bit.ly/3gVzXrp,https://images.oyoroomscdn.com/uploads/hotel_image/15322/c9d571d28eadde77.jpg,DEL775
OYO Flagship 81480 Stay New View House,1507,Classic (2X),4.1,9,10,3,"Hargovind Enclave, Vivek Vihar Tehsil, Shahdara, Delhi, 110051, India, Delhi",28.646801,77.302506,https://bit.ly/3f9bvTn,https://images.oyoroomscdn.com/uploads/hotel_image/113433/e590c89eb39cee3b.jpg,DEL3226
Capital O 83021 Sk International,1595,Classic (2X),,,22,3,"A-142 Shakarpur, laxmi nagar East Delhi, Delhi",28.6318114417245,77.2808020748198,https://bit.ly/3EARPmr,https://images.oyoroomscdn.com/uploads/hotel_image/115175/4a27f83840ae90e5.jpg,DEL3357
Collection O 18927 Maya Palace Mayapuri,1570,Classic (2X),4.5,1997,23,3,"C-212/1, Phase-2 Maya pury, Main Road, Mayapuri Industrial Area Phase II, Mayapuri, Delhi",28.620376942292335,77.11531368762071,"https://www.google.com/maps/search/?api=1&query=28.620376942292335,77.11531368762071",https://images.oyoroomscdn.com/uploads/hotel_image/105229/1487613012a5ea11.JPG,DEL2705
OYO Flagship 29962 South Continental (b&b),1786,Classic (2X),4.1,960,9,3,"CR Park, Outer Ring Road ( Service Lane), Delhi",28.5437,77.244677,http://bit.ly/2Va9Cc9,https://images.oyoroomscdn.com/uploads/hotel_image/51028/374202fd40f80b01.jpg,DEL1398
OYO 74553 Sunshine Dwarka,1537,Classic (2X),4.4,10,16,3,"F-6428, Near by Ram fhal chowk, IGNU vali gali, Palam Etension, Sector 7, Delhi",28.585988,77.071907,https://bit.ly/328HFZx,https://images.oyoroomscdn.com/uploads/hotel_image/104708/34037277f16f5967.jpg,DEL2684
OYO 2064 Hotel The Spot,1231,Saver Double (X),4.6,648,6,2,"867-868 Gali Chandi Wali ,Main Bazar, Pahar Ganj,New Delhi , Delhi",28.64175,77.21475,https://bit.ly/2WyRZZZ,https://images.oyoroomscdn.com/uploads/hotel_image/2714/45a49eb695f18dc5.mp4,DEL279
OYO Flagship 82778 Metro Stay,1231,Saver Double (X),4.9,28,5,2,"U-88 Uppadhay block subhash marg Shakarpur, near to gate no. 2 Laxmi Nagar, Delhi",28.629187,77.275016,https://bit.ly/3nsJg78,https://images.oyoroomscdn.com/uploads/hotel_image/114919/4f7081bffff39ede.jpg,DEL3330
OYO 61639 Red Carmine,1931,Classic (2X),4.6,422,15,3,"Plot No. 5, Red Carmine, Near Prakash Pump, Badarpur Border,, Delhi",28.4925891,77.3039653,https://bit.ly/3vUePXQ,https://images.oyoroomscdn.com/uploads/hotel_image/82737/842489094d26e92e.jpg,DEL2069
Capital O 3924 Durga International,1318,Classic (2X),3.8,138,43,3,"DB Gupta Road, Delhi",28.644588194151588,77.21515400335193,https://bit.ly/3y0b1Wg,https://images.oyoroomscdn.com/uploads/hotel_image/6127/ff2be622f7426b3a.jpg,DEL471
OYO 16978 Hotel Sterling Inn,1807,Saver Double (X),4.6,169,3,2,"Gali-chandiwali, Main bazar, Paharganj, Delhi",28.642003,77.216983,http://bit.ly/35tW6p5,https://images.oyoroomscdn.com/uploads/hotel_image/40134/cee3fb43f897ceb9.jpg,DEL1038
Capital O 83030 Delight House,1399,Classic (2X),,,55,3,"Shivaji Marg, Nawada, Dwarka Tehsil, South West Delhi, Delhi, 110078, India, Delhi",28.6191087701786,77.0276447944343,https://bit.ly/3EqwZGl,https://images.oyoroomscdn.com/uploads/hotel_image/115184/14fd433a785eb90b.jpg,DEL3359
OYO 67484 Gour Town House,1786,Classic (2X),3.8,252,28,3,"Govindpuri, Delhi",28.5341496435466,77.2602803260088,http://bit.ly/2YG2ho1,https://images.oyoroomscdn.com/uploads/hotel_image/92009/9e017cb3bc558a3d.jpg,DEL2297
OYO 79578 Sb inn,1443,Classic (2X),4,348,14,3,"895-898, Gali Chandi Wali, Paharganj,, Central Delhi, India, Delhi",28.6415854155091,77.2147908993065,https://bit.ly/30G3VYy,https://images.oyoroomscdn.com/uploads/hotel_image/111048/5835f2b18946e652.jpg,DEL3066
SPOT ON 81872 Hotel Silver Inn,672,SPOT ON NON-AC,4.8,5,9,3,"A-40/1, Gali No.3 Nangli Razapur Near Nizamuddin metro station Gate no 3 New delhi , Delhi",28.590291,77.256135,https://bit.ly/3BQFbON,https://images.oyoroomscdn.com/uploads/hotel_image/113877/c0b4f1ed52542cf5.jpg,DEL3266
OYO 82846 Rent Abode,1445,Classic (2X),4.8,12,10,3,"i 95, Central Market, Lajpat Nagar 2, South East Delhi, India, Delhi",28.570562,77.242565,https://bit.ly/2Xr8cBc,https://images.oyoroomscdn.com/uploads/hotel_image/114987/116fcf42378b5cbb.jpg,DEL3340
OYO 44229 A R Palace,1486,Saver Double (X),4.3,956,2,2,"Taimoor Nagar, Delhi",28.570692,77.267411,https://bit.ly/3vMve0w,https://images.oyoroomscdn.com/uploads/hotel_image/62163/5b04a50d4f100c37.jpg,DEL1747
OYO 77353 Tom & Jerry,1584,Saver Double (X),4.6,630,4,2,"Church Road, Bhogal, Defence Colony Teshil, South East Delhi, Delhi, 110014, India, Delhi",28.5832729703745,77.2472590394318,https://bit.ly/38sNVfS,https://images.oyoroomscdn.com/uploads/hotel_image/108449/4525873b6ec0ad2d.jpg,DEL2896
CAPITAL O 19133 Oak Tree,2158,Saver Double (X),4.7,1262,1,2,"Palam Dabari Rd, Mahavir Enclave Opposite Bhagat Chandra Hospital, Delhi",28.593618,77.080856,http://bit.ly/2IyOmYH,https://images.oyoroomscdn.com/uploads/hotel_image/42204/8de667345dbe84cb.jpg,DEL1095
OYO 71881 Neha's Heritage,1743,Classic (2X),3.7,80,8,3,"BE 292, Block BE, Hari Nagar, Delhi",28.628634,77.120773,http://bit.ly/2IpcGgy,https://images.oyoroomscdn.com/uploads/hotel_image/100396/edf5fd83499487a6.jpg,DEL2541
OYO 63281 Premium Villa,1618,Classic (2X),4.1,51,9,3,"87A, Hauz Khas Village, New Delhi, Delhi",28.553417,77.195,http://bit.ly/38LJuLg,https://images.oyoroomscdn.com/uploads/hotel_image/85264/545ca56ef453b423.jpg,DEL2128
OYO 63653 Hotel Sefali Dx,975,Classic (2X),4.5,407,3,3,"2993/2 , chuna mandi , street no. 2 paharganj, Delhi",28.644987773679112,77.21115617081523,https://bit.ly/3yYJyF9,https://images.oyoroomscdn.com/uploads/hotel_image/85769/a8e2dce9ba05f67e.jpg,DEL2140
OYO 46744 Hotel Yash,1891,Classic (2X),4.1,86,6,3,"Chandamal Complex, Dharamveer Market, Delhi",28.495224,77.303733,https://bit.ly/3gU1CJi,https://images.oyoroomscdn.com/uploads/hotel_image/75414/2fb3b3b96848f0cd.jpg,DEL1833
OYO 82856 Homestay,1944,Classic (2X),4.8,17,4,3,"Lajpat Nagar 2, opposite chopan kebab, near muthoot finance, South East Delhi, India, Delhi",28.570562,77.242565,https://bit.ly/2Xr8cBc,https://images.oyoroomscdn.com/uploads/hotel_image/114997/cd772affd8a94cde.jpg,DEL3343
OYO 79426 Galaxy Stay,1465,Classic (2X),4.5,136,5,3,"The Kitchen Exotica, Mathura Road, Badarpur, Sarita Vihar Tehsil, South East Delhi, Delhi",28.4952052245665,77.3036058805883,https://bit.ly/3exRkPs,https://images.oyoroomscdn.com/uploads/hotel_image/110892/1a2d978473f87f76.jpg,DEL3057
OYO 23065 Hotel Capitol Palace,1246,Classic (2X),4.6,414,9,3,"Toganpur village, Sector-9,Metro Station, Dwarka Sector 9, Delhi",28.576582,77.064219,http://bit.ly/2LYENrs,https://images.oyoroomscdn.com/uploads/hotel_image/45058/966d8516a6048fba.jpg,DEL1166
OYO 27979 Krishna Residency,1954,Saver Double (X),4,789,1,2,"Sant Nagar East of Kailash, Delhi",28.556043699984,77.2511671856046,http://bit.ly/2BeJTZ3,https://images.oyoroomscdn.com/uploads/hotel_image/48786/8bb671bb71af28dd.jpg,DEL1315
OYO 18831 Florence Residency,1906,Classic (2X),4.8,773,7,3,"Above Andhra Bank near Rohini East Metro, sector-8 rohini, Delhi",28.705975,77.12689,http://bit.ly/2HAEH5k,https://images.oyoroomscdn.com/uploads/hotel_image/41783/ecd8844773ea719b.jpg,DEL1084
OYO 70216 Bluemoon Inn,1660,Classic (2X),4.7,638,17,3,"Sarita Vihar, Delhi",28.535371,77.297805,https://bit.ly/3gTDs2Q,https://images.oyoroomscdn.com/uploads/hotel_image/96871/863622b4def653aa.jpg,DEL2433
Capital O 71061 Hotel Creation,1410,Deluxe (3X),4.6,351,36,3,"189, Deoli Rd, Khanpur Village, Khanpur, Delhi",28.5127112204402,77.2326730191708,http://bit.ly/2UEDsc1,https://images.oyoroomscdn.com/uploads/hotel_image/98699/6300473081ba67d8.jpg,DEL2485
Collection O 50329 Singh Guest House,1315,Classic (2X),4.6,728,27,3,"C Block, Jhankar Road, Qutub Vihar, Phase 1, New Delhi 71, Delhi",28.577109527814105,77.02486803755164,https://bit.ly/2UmAKKJ,https://images.oyoroomscdn.com/uploads/hotel_image/104187/b17f1aab7bd53dc1.jpg,DEL2652
OYO 75351 Hotel Moon Palace Dx,737,SPOT ON NON-AC,3.9,735,16,3,"615, Mantola, Near 6 Tooti Chowk, main Bazar, Paharganj, Delhi",28.64175,77.213306,https://bit.ly/3dbUoPw,https://images.oyoroomscdn.com/uploads/hotel_image/105811/9d2147f1192444ea.jpg,DEL2739
OYO 65060 Wok N Stay,1029,Classic (2X),,,6,3,"Bhera Enclave, Paschim Vihar, Delhi",28.670016,77.087798,https://bit.ly/2UwNvSA,https://images.oyoroomscdn.com/uploads/hotel_image/88173/d16b5ef83aeee573.jpg,DEL2196
Capital O 81130 Hotel Jaggi Palace,1701,Deluxe (3X),4.1,30,19,3,"2346,Faiz Road, Karol Bagh, Karol Bagh Tehsil, , Delhi",28.6476395844904,77.1986238844693,https://bit.ly/3hKt0en,https://images.oyoroomscdn.com/uploads/hotel_image/112990/78c8f67382d5f072.jpg,DEL3193
OYO 74945 Shri Sai Guest House,1886,Classic (2X),,,27,3,"opp metro pillar 78, A-19, kewal park ext. mandi marg, Azadpur, Delhi",28.713692,77.174645,https://bit.ly/332xrKj,https://images.oyoroomscdn.com/uploads/hotel_image/105225/c307d5ff253e3ba6.jpg,DEL2704
OYO 18721 Hotel King Palace,1713,Classic (2X),4.8,92,7,3,"Nai Wala, Karol bagh, Delhi",28.649526,77.195946,https://bit.ly/3g2wUxV,https://images.oyoroomscdn.com/uploads/hotel_image/41603/e688a5e2e22be5b2.jpg,DEL1077
OYO 8352 THE HERITAGE,1711,Classic (2X),4.6,953,15,3,"Plot No. L-43, Kalkaji, Delhi",28.538869,77.259299,https://bit.ly/3es074u,https://images.oyoroomscdn.com/uploads/hotel_image/13789/86be135ef46c56cd.jpg,DEL716
SPOT ON 43881 New Era Guest House,1552,Classic (2X),,,6,3,"Pocket 1, Sector A6, Narela, Delhi",28.854756,77.098548,http://bit.ly/2IYc2HU,https://images.oyoroomscdn.com/uploads/hotel_image/61704/ef6cc08875a5a041.jpg,DEL1736
OYO 46761 Hotel Royal King Deluxe,1525,Saver Double (X),,,4,2,"above hariram sweets,Burari Chowk, Burari, Delhi",28.75452,77.198917,https://bit.ly/3d97Aos,https://images.oyoroomscdn.com/uploads/hotel_image/75436/593bea8cac1d71ec.jpg,DEL1834
OYO 81100 Vintage Inn,1709,Classic (2X),4.6,263,14,3,"Gali Chandi Wali, Delhi",28.641698,77.21451,https://bit.ly/3xMahEN,https://images.oyoroomscdn.com/uploads/hotel_image/112958/b09842bbfa7e65cd.jpg,DEL3189
OYO 10556 Hotel India International,1029,Classic (2X),4,414,25,3,"Nalwa St, Chuna Mandi, Delhi",28.641906,77.211714,http://bit.ly/2VnwK7L,https://images.oyoroomscdn.com/uploads/hotel_image/17454/5328777fb05505f8.mp4,DEL838
OYO 27928 Metropolis Guest House,1413,Classic (2X),3.9,579,3,3,"Krishna Market, paharhanj Lane,Near RK Ashram Metro station, Delhi",28.6398898,77.2099229,http://bit.ly/2DbMrse,https://images.oyoroomscdn.com/uploads/hotel_image/48716/345d1eeb0d0225ad.jpg,DEL1311
OYO 79038 Jps Paradise,1589,Classic (2X),3.7,176,14,3,"Sewak Park, Patel Nagar Tehsil, West Delhi, Delhi, India, Delhi",28.6186413995941,77.0332482643425,https://bit.ly/3aRdh9O,https://images.oyoroomscdn.com/uploads/hotel_image/110422/66d549264f57b861.jpg,DEL3029
Collection o 82683 Comfort Stays,1733,Classic (2X),4.7,25,27,3,"10, Arakashan Road, Paharganj, Delhi",28.645917,77.20925,https://bit.ly/3hflW8V,https://images.oyoroomscdn.com/uploads/hotel_image/114809/8bca4c86e4dee57c.jpg,DEL3322
OYO 77243 Moody Moon,1511,Classic (2X),4.6,149,8,3,"Plot No. 29,30, Pocket 8, Sector 22, Rohini, Rohini Tehsil, Delhi, 110086, India, Delhi",28.7184385,77.0582449,https://bit.ly/3gVvV2f,https://images.oyoroomscdn.com/uploads/hotel_image/108322/152e6402c1f15f8a.jpg,DEL2889
OYO 69837 Hotel Palam Inn ,1513,Classic (2X),3.6,234,16,3,"plot 45, twenty point plot, near sector 9 Metro Station, togan pur, Delhi",28.576881,77.064611,http://bit.ly/2tWTjHR,https://images.oyoroomscdn.com/uploads/hotel_image/95988/411390734c98a89a.jpg,DEL2407
OYO Flagship 76903 RS Hotels ,1522,Saver Double (X),4.1,708,14,2,"1st floor, Umed Singh Complex, Shiva Market, Delhi",28.701222,77.131,https://bit.ly/2SmNwYu,https://images.oyoroomscdn.com/uploads/hotel_image/107869/6cee894a9c3d908a.jpg,DEL2865
OYO 67086 Hotel Red Rose,2011,Classic (2X),4.5,256,6,3,"Main Road, Near Hotel Malik Continental, D6, Sector D, Vasant Kunj, Delhi",28.5269886,77.1522801,https://bit.ly/3xLsWQR,https://images.oyoroomscdn.com/uploads/hotel_image/91450/84495e514906e67b.jpg,DEL2278
OYO 9273 Surya Palace,1940,Classic (2X),4.7,1240,12,3,"Sector 7, Ramphal Chowk, Delhi",28.5837816,77.0706084,https://bit.ly/2XlTR9g,https://images.oyoroomscdn.com/uploads/hotel_image/15586/088c7ace25b1ec91.jpg,DEL790
OYO 77554 Red Carmine Deluxe,1591,Deluxe (3X),4.4,268,9,3,"Plot No. 1, Gate No.1, Main 40 feet Road,Badarpur Border, Delhi",28.490028,77.306194,http://bit.ly/36ONVXG,https://images.oyoroomscdn.com/uploads/hotel_image/108717/f5f4c95641928a13.jpg,DEL2908
SPOT ON DEL2878 S K Residency,777,SPOT ON NON-AC,,,19,3,"RZ B3/162, Vijay enclave, Palam, Dwarka Tehsil, South West Delhi, Delhi, 110045, India, Delhi",28.6044341723539,77.0765538699925,https://bit.ly/3pY1pbH,https://images.oyoroomscdn.com/uploads/hotel_image/108009/c46ef6647ecee4d2.jpg,DEL2878
OYO 14822 Rose Residency,1231,Classic (2X),4.4,1250,18,3,"Village ToganPur Dwarka Sector 9, Dwarka, Delhi",28.576473,77.063873,https://bit.ly/3j5pVqf,https://images.oyoroomscdn.com/uploads/hotel_image/37305/600509f7520b206c.jpg,DEL978
OYO Flagship 81854 Green Palace,1588,Saver Double (X),4.5,113,5,2,"Jagatpuri, Near red light, SBI bank wali gali, Delhi, India - 110051, Delhi",28.6527064533471,77.2911976464093,https://bit.ly/3yh7kw8,https://images.oyoroomscdn.com/uploads/hotel_image/113859/948b94a15bf74a64.jpg,DEL3265
OYO 497 Hotel Welcome Palace,1914,Classic (2X),4,73,25,3,"Paharganj, Delhi",28.644977,77.214051,http://bit.ly/2BQmS0N,https://images.oyoroomscdn.com/uploads/hotel_image/349/837f6f022ad29cef.mp4,DEL105
SPOT ON 60603 Hp Residency,1029,SPOT ON,4,23,10,3," 3 A, Main market, Near MCD dispensary, Madanpur Khadar, Sarita Vihar, Delhi",28.533396,77.298824,https://bit.ly/3CfGabk,https://images.oyoroomscdn.com/uploads/hotel_image/81352/ee3d83572fe91c34.jpg,DEL2026
OYO 47704 East Inn,1837,Classic (2X),,,17,3,"main market, east patel nagar road, Delhi",28.645311,77.172641,http://bit.ly/2OtbE9b,https://images.oyoroomscdn.com/uploads/hotel_image/76907/ae3f7a76f0e261fc.jpg,DEL1880
SPOT ON 29024 Jageer Palace,992,SPOT ON NON-AC,3.9,543,14,3,"B-90, Sector-3, Bawana Industrial Area, Delhi",28.781028,77.047667,https://bit.ly/3d6FmuE,https://images.oyoroomscdn.com/uploads/hotel_image/49982/8a7e0bb80493b7ed.jpg,DEL1349
OYO 37886 Ma International,1543,Saver Double (X),,,5,2,"4196 , Bhagwati ,Tel Mandi , Near New Delhi Railway Station Gate No -1 , Paharganj, Delhi",28.642769,77.217084,https://bit.ly/35Ke0X4,https://images.oyoroomscdn.com/uploads/hotel_image/56647/fd9c60d05e166c96.jpg,DEL1551
CAPITAL O75756 Hotel Rama,1888,Classic (2X),4.5,522,42,3,"Plot no 10, pocket 7, Sector 24, Rohini, Delhi",28.7333847817488,77.0866966433823,https://bit.ly/3hfwsdi,https://images.oyoroomscdn.com/uploads/hotel_image/106367/4a089d199df35ca5.jpg,DEL2768
OYO 44260 Saffron Inn,1383,Classic (2X),4.6,1181,2,3,"874, GALI CHANDI WALI , MAIN BAZAR, PHARAGANJ, Delhi",28.641568347665213,77.21454614773393,"https://www.google.com/maps/search/?api=1&query=28.641568347665213,77.21454614773393",https://images.oyoroomscdn.com/uploads/hotel_image/62210/1525d8bbef687be4.mp4,DEL1748
OYO 1411 Hotel Vanson ViIlla,1295,Deluxe (3X),4.2,481,21,3,"Paharganj, Delhi",28.643029,77.2111,http://bit.ly/DEL228,https://images.oyoroomscdn.com/uploads/hotel_image/1729/ca2e79e16e3c17b9.jpg,DEL228
OYO 77280 Hotel Bliss,1733,Classic with Balcony,4.2,320,18,3,"Plot No. B-241 , Palam extension , Sector 7 Dwarka , Delhi",28.5865612245504,77.0698034204543,https://bit.ly/3mETOf3,https://images.oyoroomscdn.com/uploads/hotel_image/108362/bd388918769e3370.jpg,DEL2891
OYO 2373 Hotel D inn,1243,Classic (2X),3.9,150,16,3,"Opp. Shiela Cinema, Delhi",28.643883,77.216792,https://bit.ly/3z9oYSH,https://images.oyoroomscdn.com/uploads/hotel_image/3211/abb790cf677c95dc.jpg,DEL312
OYO 13028 Jhanvi Palace Inn,1366,Classic (2X),4,193,16,3,"Plot no- 47, Toganpur village, Dwarka Sector 9 near dwarka Sec9 metro, Delhi",28.577099,77.064795,http://bit.ly/2JRGMbA,https://images.oyoroomscdn.com/uploads/hotel_image/27384/84ee126ea8a4ff7e.jpg,DEL928
OYO 30504 P.R Residency,1564,Saver Double (X),4.5,164,3,2,"Tonganpur,Near Oyo Kanchan Palace, Dwarka Sector 9, Dwarka, Delhi",28.57675,77.06481,https://bit.ly/2SXnoDR,https://images.oyoroomscdn.com/uploads/hotel_image/51796/0251fb8f0da919c7.jpg,DEL1416
OYO 82953 Hotel Rao,1414,Classic (2X),,,8,3,"8/2 9/1 Sai Baba Enclave, Delhi",28.6194497902029,76.9925558008254,https://bit.ly/2XHTk1B,https://images.oyoroomscdn.com/uploads/hotel_image/115104/ba6fa8c2d6361730.jpg,DEL3352
OYO 3410 Hotel Shiva Intercontinental,1590,Deluxe (3X),4.6,210,32,3,"Arakashan Road, Delhi",28.64613,77.21433,https://bit.ly/3knlTu1,https://images.oyoroomscdn.com/uploads/hotel_image/5056/73fb92c922a40a62.jpg,DEL399
OYO 70893 Kl Khari Inn,2051,Classic (2X),4,1391,38,3,"Rampura Marg, Rampura school road, Chaudhary kanhiyalal khari marg, Near Ashok Park Main, Delhi",28.675557,77.154147,https://bit.ly/3k0Z38v,https://images.oyoroomscdn.com/uploads/hotel_image/98414/9241aea39df70b3b.jpg,DEL2478
OYO 81686 Dream Residency,1533,Classic (2X),4.6,30,15,3,"shiv vihar road,shahbad extension, Delhi, India, Delhi",28.7486354023624,77.1004389412701,https://bit.ly/36T60Uf,https://images.oyoroomscdn.com/uploads/hotel_image/113652/199d637d626b2611.jpg,DEL3241
OYO Flagship 76704  The Mayur Hotel,1857,Classic (2X),4,1946,52,3,"Lawrence Road, Pandit Lekhram Sharma Marg, Rampura, Rampura Industrial Area, Tri Nagar, Delhi",28.6770597,77.1551361,https://bit.ly/3rlY6Mo,https://images.oyoroomscdn.com/uploads/hotel_image/107646/635c9df51de40d8f.JPG,DEL2846
OYO 6801 Hotel Shri Sai International,1676,Saver Double (X),4.8,1660,2,2,"Arakashan Road, Paharganj, Delhi",28.646529583213315,77.21379043534398,https://bit.ly/3yhrPIV,https://images.oyoroomscdn.com/uploads/hotel_image/11378/ee821d31d5375edb.jpg,DEL648
OYO 75436 South Delhi Inn,1659,Classic with Balcony,3.6,80,20,3,"Harinagar Ashram , Behind Bharat petrol pump, Delhi",28.5748944791341,77.2574839554727,https://bit.ly/3j5ykH2,https://images.oyoroomscdn.com/uploads/hotel_image/105930/e29bff6541aa480e.jpg,DEL2744
Capital O 37878 Star Seventeen,2293,Classic (2X),4.4,1673,17,3,"plot n.o 170, block A pocket -2 sector 17, Delhi",28.587343,77.026907,http://bit.ly/300EC0F,https://images.oyoroomscdn.com/uploads/hotel_image/56638/f591cbd221bbffec.jpg,DEL1549
OYO 60649 Good Luck Residency,1635,Classic (2X),,,18,3,"Bhagwati Garden Extension , Dwarka Mor, Delhi",28.623195,77.032498,http://bit.ly/2lsaqNQ,https://images.oyoroomscdn.com/uploads/hotel_image/81402/b73f185c9bda8562.jpg,DEL2029
OYO 80610 Elite NFC,1388,Classic (2X),4.3,187,21,3,"Taimoor Nagar, Delhi, Delhi",28.571083,77.269111,https://bit.ly/2V1RGWX,https://images.oyoroomscdn.com/uploads/hotel_image/112316/9108109f88c73e51.jpg,DEL3149
OYO 65163 Mahalaxmi Deluxe,1254,Saver Double (X),3.7,83,10,2,"Street no 8, Chuna mandi, Paharganj, Delhi",28.643696,77.211088,https://bit.ly/3xKNw3z,https://images.oyoroomscdn.com/uploads/hotel_image/88321/ac00840ea7f911fa.jpg,DEL2198
SPOT ON 76979 Chandu Inn,989,SPOT ON Deluxe,,,6,3,"Green Park Metro Station Gate No. 4, New Delhi - 110016, Delhi",28.5613677930652,77.2067831642926,https://bit.ly/37Axhul,https://images.oyoroomscdn.com/uploads/hotel_image/107963/77ec5b768fcbeee5.jpg,DEL2874
OYO Flagship 48186 DORAEMON RESIDENCY,1576,Classic (2X),4,977,42,3,"House no 54 - A , Block WZ , Village Todapur, Delhi",28.623582821757388,77.15694369748235,https://bit.ly/3d9mkn7,https://images.oyoroomscdn.com/uploads/hotel_image/104605/41f53e702dc59d40.jpg,DEL2677
Capital O 81039 Hotel Kabir Palace ,1361,Deluxe (3X),4.2,61,17,3,"Bank Street, 46, Karol Bagh, Karol Bagh Tehsil, Central Delhi, Delhi,India, Delhi",28.6475749,77.1984912,https://bit.ly/3rfCmlf,https://images.oyoroomscdn.com/uploads/hotel_image/112893/3b712b9713297ba5.jpg,DEL3187
Townhouse 475 Nangal Raya Pankha Road,1651,Classic (2X),3.8,1963,24,3,"Near Agarwal sweets,D Block, pankha road janakpuri, Delhi",28.608043,77.103941,https://bit.ly/3wPCRof,https://images.oyoroomscdn.com/uploads/hotel_image/106641/317a8c1137a12c8d.jpg,DEL2784
OYO 6317 Hotel Shiv Palace,1720,Saver Double (X),4.1,134,10,2,"Arakashan Road,Paharganj, Delhi",28.646978,77.212458,http://bit.ly/2KDZhBr,https://images.oyoroomscdn.com/uploads/hotel_image/10533/9f9343ae61a43368.jpg,DEL614
SPOT ON 46861 Tushir House,793,SPOT ON NON-AC SAVER,,,8,1,"Radha Swami Satsang, Marmurpur, Delhi",28.8579106987006,77.1058514714241,http://bit.ly/2YAhcOJ,https://images.oyoroomscdn.com/uploads/hotel_image/75602/1a49172f9309bb13.jpg,DEL1838
